,Rank,Restaurant Name,Style,Rate,Site Link
7282,7703,Avanti Cafe,"Italian, Pizza",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d344312-Reviews-Avanti_Cafe-Pasadena_California.html
7283,7704,Vinadore Studio,"European, Contemporary",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d8731314-Reviews-Vinadore_Studio-West_Hollywood_California.html
7284,7705,Live Mixx Lounge,Seafood,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d6416925-Reviews-Live_Mixx_Lounge-Pasadena_California.html
7285,7706,POH 2000,Vietnamese,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4519232-Reviews-POH_2000-Los_Angeles_California.html
7286,7707,Akbar Cuisine of India,,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d784151-Reviews-Akbar_Cuisine_of_India-Los_Angeles_California.html
7287,7708,Lotus,,2.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5096022-Reviews-Lotus-Los_Angeles_California.html
7288,7709,Sushi Ginza Onodera,"Japanese, Sushi",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d11966252-Reviews-Sushi_Ginza_Onodera-West_Hollywood_California.html
7289,7710,Sizzler,"American, Seafood",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32525-d775515-Reviews-Sizzler-Inglewood_California.html
7290,7711,Zacatecas Mexican Restaurant,Mexican,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32478-d2168262-Reviews-Zacatecas_Mexican_Restaurant-Hawthorne_California.html
7291,7712,Reno's Pizzeria,"Italian, Pizza",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32123-d4114881-Reviews-Reno_s_Pizzeria-Burbank_California.html
7292,7713,Yume Kitchen,"Japanese, Asian",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d802862-Reviews-Yume_Kitchen-San_Gabriel_California.html
7293,7714,Terracotta Restaurant,"Asian, Korean",2.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12221874-Reviews-Terracotta_Restaurant-Los_Angeles_California.html
7294,7715,Flame Broiler,Fast FoodMenu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d5493890-Reviews-Flame_Broiler-Glendale_California.html
7295,7716,Nekter Juice Bar,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d10791633-Reviews-Nekter_Juice_Bar-Pasadena_California.html
7296,7717,JINYA Ramen Bar - Burbank,"Japanese, Asian",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32123-d10460081-Reviews-JINYA_Ramen_Bar_Burbank-Burbank_California.html
7297,7718,Viviane,"Healthy, American",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d9731642-Reviews-Viviane-Beverly_Hills_California.html
7298,7719,Buena Mesa,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33113-d19662215-Reviews-Buena_Mesa-South_Gate_California.html
7299,7720,Bistro Mon Cheri,"Fusion, Vietnamese",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d12559798-Reviews-Bistro_Mon_Cheri-Pasadena_California.html
7300,7721,Corrientes 348 Argentine Restaurant,,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4616902-Reviews-Corrientes_348_Argentine_Restaurant-Los_Angeles_California.html
7301,7722,Boxwood on the Roof,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d10534339-Reviews-Boxwood_on_the_Roof-West_Hollywood_California.html
7302,7723,Ana's Kitchen,Mexican,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d3649488-Reviews-Ana_s_Kitchen-Glendale_California.html
7303,7724,Chim! Thai Street Food,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d15164858-Reviews-Chim_Thai_Street_Food-Pasadena_California.html
7304,7725,The Phoenix,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d6588296-Reviews-The_Phoenix-Beverly_Hills_California.html
7305,7726,Hackers Bar and Grill,"American, BarMenu",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32308-d5455632-Reviews-Hackers_Bar_and_Grill-Downey_California.html
7306,7727,Pearl Thai Eatery,"Asian, Thai",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d18969362-Reviews-Pearl_Thai_Eatery-Pasadena_California.html
7307,7728,Pearl's Liquor Bar,"Bar, American",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d5423355-Reviews-Pearl_s_Liquor_Bar-West_Hollywood_California.html
7308,7729,Mulberry Street Pizzeria,"Italian, Pizza",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d348027-Reviews-Mulberry_Street_Pizzeria-Beverly_Hills_California.html
7309,7730,McDonald's,Menu,2.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4250454-Reviews-McDonald_s-Los_Angeles_California.html
7310,7731,Sanger & Joe,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d8819136-Reviews-Sanger_Joe-Pasadena_California.html
7311,7732,Yojisan Beverly Hills,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d3357639-Reviews-Yojisan_Beverly_Hills-Beverly_Hills_California.html
7312,7733,Panda Express,Chinese,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d3467506-Reviews-Panda_Express-Pasadena_California.html
7313,7734,Kurry and Kabob,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d4733707-Reviews-Kurry_and_Kabob-Glendale_California.html
7314,7735,Subway,,2.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4800435-Reviews-Subway-Los_Angeles_California.html
7315,7736,Kathleen's Restaurant,"American, Steakhouse",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d343323-Reviews-Kathleen_s_Restaurant-Pasadena_California.html
7316,7737,Shah Abbas,"Middle Eastern, Persian",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d1991469-Reviews-Shah_Abbas-West_Hollywood_California.html
7317,7738,SOTTA,"Lebanese, Mediterranean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32123-d13382503-Reviews-SOTTA-Burbank_California.html
7318,7739,Fogata Mexicana,Mexican,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32987-d4615467-Reviews-Fogata_Mexicana-Rosemead_California.html
7319,7740,Saint Felix,"Bar, International",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d3865773-Reviews-Saint_Felix-West_Hollywood_California.html
7320,7741,Pollo Campero,Menu,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4245678-Reviews-Pollo_Campero-Los_Angeles_California.html
7321,7742,Agua Chiles Sushi Bar,,2.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d14116232-Reviews-Agua_Chiles_Sushi_Bar-Los_Angeles_California.html
7322,7743,Bugatta Supper Club,Italian,3.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350428-Reviews-Bugatta_Supper_Club-Los_Angeles_California.html
7323,7744,Pollo Campero,"Guatemalan, South American",2.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2658750-Reviews-Pollo_Campero-Los_Angeles_California.html
7324,7745,LA Skewers,,2.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1504585-Reviews-LA_Skewers-Los_Angeles_California.html
7325,7746,Conrad's Restaurant Pasadena,American,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d344345-Reviews-Conrad_s_Restaurant_Pasadena-Pasadena_California.html
7326,7747,Shiki,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d7139298-Reviews-Shiki-Beverly_Hills_California.html
7327,7748,Yogurtland,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d15175709-Reviews-Yogurtland-West_Hollywood_California.html
7328,7749,Sitar Indian Cuisine,Indian,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d1973947-Reviews-Sitar_Indian_Cuisine-Pasadena_California.html
7329,7750,Denny's,American,2.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4518871-Reviews-Denny_s-Los_Angeles_California.html
7330,7751,Kura,"Sushi, Japanese",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d879426-Reviews-Kura-West_Hollywood_California.html
7331,7752,Lazy Dog Restaurant & Bar,"American, Bar",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32308-d9754291-Reviews-Lazy_Dog_Restaurant_Bar-Downey_California.html
7332,7753,Micky's,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d542814-Reviews-Micky_s-West_Hollywood_California.html
7333,7754,Nirvana,"Indian, Asian",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d348186-Reviews-Nirvana-Beverly_Hills_California.html
7334,7755,Mel and Rose Liquor and Deli,,3.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5496942-Reviews-Mel_and_Rose_Liquor_and_Deli-Los_Angeles_California.html
7335,7756,Chuck E,PizzaMenu,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32515-d4249429-Reviews-Chuck_E_Cheese-Huntington_Park_California.html
7336,7757,Art + Science Cafe,"Cafe, Sushi",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d13345364-Reviews-Art_Science_Cafe-Pasadena_California.html
7337,7758,Asha Indian Restaurnt,"Indian, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10426257-Reviews-Asha_Indian_Restaurnt-Los_Angeles_California.html
7338,7759,Champs Elysees,Cafe,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d490953-Reviews-Champs_Elysees-Beverly_Hills_California.html
7339,7760,Creamistry,AmericanMenu,3.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d12791787-Reviews-Creamistry-Pasadena_California.html
7340,7761,The Hill Bar and Grill,,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d3545288-Reviews-The_Hill_Bar_and_Grill-Beverly_Hills_California.html
7341,7762,RedWhite + Bluezz,"American, Bar",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d4065883-Reviews-RedWhite_Bluezz-Pasadena_California.html
7342,7763,Nic's Restaurant,"American, Contemporary",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d348033-Reviews-Nic_s_Restaurant-Beverly_Hills_California.html
7343,7764,Green Street Cafe,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d13325997-Reviews-Green_Street_Cafe-Pasadena_California.html
7344,7765,Burger King,Menu,2.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4243650-Reviews-Burger_King-Los_Angeles_California.html
7345,7766,Myra's Salvadorian Cuisine,Menu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32308-d4957666-Reviews-Myra_s_Salvadorian_Cuisine-Downey_California.html
7346,7767,Tokyo Shabu Shabu - Pasadena,"Japanese, Asian",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d6589463-Reviews-Tokyo_Shabu_Shabu_Pasadena-Pasadena_California.html
7347,7768,Papa John's Pizza,Menu,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4540653-Reviews-Papa_John_s_Pizza-Los_Angeles_California.html
7348,7769,Plate 38,"American, Bar",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d2190551-Reviews-Plate_38-Pasadena_California.html
7349,7770,Viva Rancho Cantina,"Mexican, Bar",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32123-d3652965-Reviews-Viva_Rancho_Cantina-Burbank_California.html
7350,7771,The Corner,"Bar, Cafe",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d17371023-Reviews-The_Corner-Pasadena_California.html
7351,7772,Pastries By Edie,,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10026529-Reviews-Pastries_By_Edie-Los_Angeles_California.html
7352,7773,Yum Cha Cafe,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d13972557-Reviews-Yum_Cha_Cafe-San_Gabriel_California.html
7353,7774,SHAN Social House,Asian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d14788044-Reviews-SHAN_Social_House-Beverly_Hills_California.html
7354,7775,South Point Argentine Grill,"Argentinean, South American",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d3734737-Reviews-South_Point_Argentine_Grill-West_Hollywood_California.html
7355,7776,Hot Wings Cafe,Menu,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d5044724-Reviews-Hot_Wings_Cafe-Pasadena_California.html
7356,7777,Caravan Restaurant,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d4655994-Reviews-Caravan_Restaurant-Glendale_California.html
7357,7778,The Delicatessen By Osawa,Japanese,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d13071871-Reviews-The_Delicatessen_By_Osawa-Pasadena_California.html
7358,7779,Ix Tapa Cantina,Mexican,3.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d1973332-Reviews-Ix_Tapa_Cantina-Pasadena_California.html
7359,7780,McDonald's,,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5020221-Reviews-McDonald_s-Los_Angeles_California.html
7360,7781,Narai Thai Cuisine,"Asian, Thai",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32308-d888120-Reviews-Narai_Thai_Cuisine-Downey_California.html
7361,7782,Milk and Honey,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d4842365-Reviews-Milk_and_Honey-San_Gabriel_California.html
7362,7783,Which Wich,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d8472567-Reviews-Which_Wich-Pasadena_California.html
7363,7784,Sushi Ganzo,,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10637594-Reviews-Sushi_Ganzo-Los_Angeles_California.html
7364,7785,Lavender Blue Restaurant Lounge,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32525-d5422095-Reviews-Lavender_Blue_Restaurant_Lounge-Inglewood_California.html
7365,7786,Brandview Collection Restaurant,,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d4278067-Reviews-Brandview_Collection_Restaurant-Glendale_California.html
7366,7787,Hunan Chilli King,Chinese,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d2389610-Reviews-Hunan_Chilli_King-San_Gabriel_California.html
7367,7788,Del Mar Cafe,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d19381902-Reviews-Del_Mar_Cafe-San_Gabriel_California.html
7368,7789,Judi's Deli,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d4839997-Reviews-Judi_s_Deli-Beverly_Hills_California.html
7369,7790,Original Kabob Factory,"Mediterranean, Middle Eastern",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d4660024-Reviews-Original_Kabob_Factory-Glendale_California.html
7370,7791,Summer Fish & Rice,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d10591137-Reviews-Summer_Fish_Rice-Beverly_Hills_California.html
7371,7792,Tacos Los Potrillos,Mexican,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32987-d13196271-Reviews-Tacos_Los_Potrillos-Rosemead_California.html
7372,7793,New York Deli,,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d4641974-Reviews-New_York_Deli-Pasadena_California.html
7373,7794,Go China,"Chinese, Asian",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d6537667-Reviews-Go_China-Pasadena_California.html
7374,7795,Chipotle Mexican Grill,Mexican,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d4895982-Reviews-Chipotle_Mexican_Grill-Pasadena_California.html
7375,7796,Ajisai Japanese Restaurant,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d788044-Reviews-Ajisai_Japanese_Restaurant-West_Hollywood_California.html
7376,7797,Lucky Burgers,,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d5062511-Reviews-Lucky_Burgers-San_Gabriel_California.html
7377,7798,Restaurante Los Anaya,Mexican,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d19760655-Reviews-Restaurante_Los_Anaya-Pasadena_California.html
7378,7799,Hill Street Bar & Restaurant,Menu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d21200763-Reviews-Hill_Street_Bar_Restaurant-Los_Angeles_California.html
7379,7800,The Cannibal,"Bar, Pub",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32272-d10726102-Reviews-The_Cannibal-Culver_City_California.html
7380,7801,Yoshino Sushi,Seafood,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d4253589-Reviews-Yoshino_Sushi-San_Gabriel_California.html
7381,7802,Carl's Jr.,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d4884981-Reviews-Carl_s_Jr-Glendale_California.html
7382,7803,By The Way Burger,"American, Bar",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d19900214-Reviews-By_The_Way_Burger-Beverly_Hills_California.html
7383,7804,Janejira Thai Bistro,Thai,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d15663458-Reviews-Janejira_Thai_Bistro-Pasadena_California.html
7384,7805,Lucky Noodle King,Asian,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d4476869-Reviews-Lucky_Noodle_King-San_Gabriel_California.html
7385,7806,El Pollo Loco,"Mexican, SpanishMenu",1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4254335-Reviews-El_Pollo_Loco-Los_Angeles_California.html
7386,7807,Yi-Mei Restaurant,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d10693578-Reviews-Yi_Mei_Restaurant-San_Gabriel_California.html
7387,7808,Kansai,JapaneseMenu,2.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d344326-Reviews-Kansai-Pasadena_California.html
7388,7809,Louisiana Fried Chicken,,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4961340-Reviews-Louisiana_Fried_Chicken-Los_Angeles_California.html
7389,7810,Burger King,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32987-d4540765-Reviews-Burger_King-Rosemead_California.html
7390,7811,Panda Express,Chinese,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32735-d4632484-Reviews-Panda_Express-Montebello_California.html
7391,7812,Leberry Bakery,"French, American",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d20076929-Reviews-Leberry_Bakery-Pasadena_California.html
7392,7813,Soban,"Asian, Korean",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d8534757-Reviews-Soban-Los_Angeles_California.html
7393,7814,Georges Cucina Italiana,"Italian, Pizza",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d2266575-Reviews-Georges_Cucina_Italiana-Glendale_California.html
7394,7815,Van Bakery,,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5083678-Reviews-Van_Bakery-Los_Angeles_California.html
7395,7816,Hercules Drive-In,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32668-d4650741-Reviews-Hercules_Drive_In-Lynwood_California.html
7396,7817,Rotisserie Chicken of California,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d4365805-Reviews-Rotisserie_Chicken_of_California-Pasadena_California.html
7397,7818,Cafe Alexander,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d4626768-Reviews-Cafe_Alexander-Beverly_Hills_California.html
7398,7819,Yoshinoya Beef Bowl Restaurant,Japanese,3.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32735-d5040491-Reviews-Yoshinoya_Beef_Bowl_Restaurant-Montebello_California.html
7399,7820,Emperor Noodles,Chinese,2.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d8451421-Reviews-Emperor_Noodles-San_Gabriel_California.html
7400,7821,Carl's Jr.,Fast FoodMenu,3.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d4244526-Reviews-Carl_s_Jr-San_Gabriel_California.html
7401,7822,Little Caesars,Pizza,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32308-d5088651-Reviews-Little_Caesars-Downey_California.html
7402,7823,Kayndaves,Mexican,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32272-d348094-Reviews-Kayndaves-Culver_City_California.html
7403,7824,Mardi Restaurant,American,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d10746203-Reviews-Mardi_Restaurant-West_Hollywood_California.html
7404,7825,The Grill Pit,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d3653427-Reviews-The_Grill_Pit-Beverly_Hills_California.html
7405,7826,Ong Ga Nae Korean BBQ,Menu,2.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d17375686-Reviews-Ong_Ga_Nae_Korean_BBQ-Los_Angeles_California.html
7406,7827,Harrys Golden Grill,,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4615134-Reviews-Harrys_Golden_Grill-Los_Angeles_California.html
7407,7828,Tacos Df,MexicanMenu,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33113-d4628135-Reviews-Tacos_Df-South_Gate_California.html
7408,7829,Nexx Burger,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32308-d19674937-Reviews-Nexx_Burger-Downey_California.html
7409,7830,Ginger & Spice Noodle & Grill,Vietnamese,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d11925868-Reviews-Ginger_Spice_Noodle_Grill-Pasadena_California.html
7410,7831,Little Ground Cafe,Cafe,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d11955245-Reviews-Little_Ground_Cafe-Glendale_California.html
7411,7832,Kopan Ramen,Japanese,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d18191044-Reviews-Kopan_Ramen-Pasadena_California.html
7412,7833,Sizzler,Menu,2.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d359101-Reviews-Sizzler-Pasadena_California.html
7413,7834,Mama Hong's Vietnamese Kitchen,"Asian, Vietnamese",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32123-d3479298-Reviews-Mama_Hong_s_Vietnamese_Kitchen-Burbank_California.html
7414,7835,McDonald's,Menu,2.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4716467-Reviews-McDonald_s-Los_Angeles_California.html
7415,7836,Big ben pasadena,Deli,3.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d3924287-Reviews-Big_ben_pasadena-Pasadena_California.html
7416,7837,Subway,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32070-d4874914-Reviews-Subway-Beverly_Hills_California.html
7417,7838,The Boardroom,"American, Bar",1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12188534-Reviews-The_Boardroom-Los_Angeles_California.html
7418,7839,Camille's Sidewalk Cafe,AmericanMenu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d4539867-Reviews-Camille_s_Sidewalk_Cafe-Pasadena_California.html
7419,7840,Malek's Restaurant,Middle Eastern,3.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d953470-Reviews-Malek_s_Restaurant-Los_Angeles_California.html
7420,7841,Saigon Bakery and Sandwiches,Vietnamese,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33015-d4278288-Reviews-Saigon_Bakery_and_Sandwiches-San_Gabriel_California.html
7421,7842,Bayou Grille,Cajun & Creole,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32525-d468527-Reviews-Bayou_Grille-Inglewood_California.html
7422,7843,Din Tai Fung,Thai,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33052-d13953836-Reviews-Din_Tai_Fung-Santa_Monica_California.html
7423,7844,McDonald's,Menu,2.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4624454-Reviews-McDonald_s-Los_Angeles_California.html
7424,7845,Samurai Sushi & Teriyaki,,2.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32735-d17828327-Reviews-Samurai_Sushi_Teriyaki-Montebello_California.html
7425,7846,The Gardens of Taxco,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d19956844-Reviews-The_Gardens_of_Taxco-West_Hollywood_California.html
7426,7847,Bluebird Brasserie,Pub,2.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d16820930-Reviews-Bluebird_Brasserie-Los_Angeles_California.html
7427,7848,Tpumps,Healthy,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d14086477-Reviews-Tpumps-Pasadena_California.html
7428,7849,S & W Country Diner,"American, Diner",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32272-d468376-Reviews-S_W_Country_Diner-Culver_City_California.html
7429,7850,Kim Tar Restaurant,,2.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32738-d4612465-Reviews-Kim_Tar_Restaurant-Monterey_Park_California.html
7430,7851,T Boyle's Tavern,"Bar, Pub",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32859-d4718533-Reviews-T_Boyle_s_Tavern-Pasadena_California.html
7431,7852,Lee's Chinese Fast Food,Chinese,1.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4279691-Reviews-Lee_s_Chinese_Fast_Food-Los_Angeles_California.html
